account_id,account_name,industry,country,region,segment,employee_band,created_date,owner_seller_id
A0284,Prime Clinics LLC,Logistics,Mexico,Americas,SMB,50-249,2024-01-11,S039
A0285,Atlas Markets Holdings,Technology,Brazil,Americas,SMB,10-49,2024-09-25,S034
A0286,Blue Systems Co.,Education,Singapore,APAC,SMB,50-249,2022-12-21,S023
A0287,Pioneer Labs Inc.,Education,India,APAC,SMB,10-49,2022-03-17,S023
A0288,Blue Markets LLC,Logistics,United Arab Emirates,EMEA,Mid-Market,1000-4999,2025-02-20,S013
A0289,Delta Learning Inc.,Financial Services,Canada,Americas,SMB,10-49,2021-12-18,S029
A0290,North Foods Inc.,Retail,Germany,EMEA,SMB,10-49,2021-03-02,S027
A0291,Atlas Learning S.A.,Logistics,Saudi Arabia,EMEA,SMB,50-249,2023-06-16,S035
A0292,Vertex Media GmbH,Hospitality,Canada,Americas,SMB,10-49,2025-03-11,S029
A0293,Nova Learning Inc.,Retail,Netherlands,EMEA,Mid-Market,1000-4999,2021-05-15,S040
A0294,Vertex Motors LLC,Healthcare,United States,Americas,Mid-Market,250-999,2024-08-10,S033
A0295,Coral Motors Co.,Healthcare,Canada,Americas,Mid-Market,250-999,2024-07-12,S016
A0296,Nile Studios Co.,Hospitality,United Arab Emirates,EMEA,SMB,10-49,2024-12-11,S010
A0297,Pioneer Media Co.,Logistics,Canada,Americas,SMB,50-249,2022-10-16,S018
A0298,Nova Freight Ltd,Logistics,Brazil,Americas,SMB,50-249,2022-01-31,S022
A0299,Coral Industries Co.,Professional Services,India,APAC,SMB,10-49,2023-03-06,S032
A0300,Blue Foods Holdings,Healthcare,Singapore,APAC,SMB,50-249,2021-08-09,S012
A0301,Sahara Industries LLC,Technology,Egypt,EMEA,Mid-Market,1000-4999,2024-07-31,S015
A0302,Sahara Labs LLC,Retail,Japan,APAC,SMB,10-49,2023-10-26,S023
A0303,Falcon Systems Co.,Manufacturing,Australia,APAC,SMB,50-249,2023-01-20,S012
A0304,Cedar Health GmbH,Hospitality,United States,Americas,SMB,50-249,2023-03-12,S039
A0305,Orbit Capital Ltd,Professional Services,United Arab Emirates,EMEA,SMB,10-49,2024-01-10,S027
A0306,Zenith Pharma Holdings,Manufacturing,United States,Americas,SMB,50-249,2023-03-23,S011
A0307,Coral Foods Ltd 306,Education,Canada,Americas,SMB,10-49,2024-07-26,S022
A0308,Pioneer Foods LLC,Retail,Netherlands,EMEA,Mid-Market,250-999,2024-12-05,S038
A0309,Harbor Studios Group,Professional Services,United Kingdom,EMEA,SMB,50-249,2025-01-13,S031
A0310,Orbit Foods GmbH,Technology,South Africa,EMEA,SMB,50-249,2023-08-20,S035
A0311,Falcon Foods Inc.,Healthcare,Canada,Americas,SMB,50-249,2024-02-26,S037
A0312,Blue Consulting LLC,Financial Services,Canada,Americas,Mid-Market,250-999,2022-04-28,S005
A0313,Falcon Studios LLC,Healthcare,Singapore,APAC,SMB,50-249,2021-03-01,S023
A0314,Pioneer Learning Holdings,Financial Services,United States,Americas,Mid-Market,250-999,2022-09-13,S005
A0315,Coral Health Co.,Healthcare,Mexico,Americas,Mid-Market,250-999,2024-09-14,S005
A0316,Vertex Health GmbH,Healthcare,United States,Americas,SMB,10-49,2021-07-27,S034
A0317,Coral Textiles GmbH,Education,Germany,EMEA,Mid-Market,250-999,2023-04-27,S021
A0318,Nova Clinics GmbH 317,Hospitality,United Kingdom,EMEA,SMB,10-49,2021-10-26,S027
A0319,Prime Motors Holdings,Technology,Egypt,EMEA,Mid-Market,1000-4999,2022-10-28,S038
A0320,Prime Systems S.A.,Healthcare,Canada,Americas,SMB,10-49,2021-08-11,S011
A0321,Prime Learning GmbH,Energy,Canada,Americas,Mid-Market,250-999,2024-02-14,S016
A0322,Delta Systems Holdings,Healthcare,Singapore,APAC,SMB,50-249,2024-06-10,S032
A0323,Coral Textiles S.A. 322,Energy,United Arab Emirates,EMEA,SMB,10-49,2024-03-22,S010
A0324,Sahara Foods Co.,Financial Services,Egypt,EMEA,SMB,50-249,2023-12-30,S017
A0325,Falcon Freight LLC,Logistics,Egypt,EMEA,Mid-Market,250-999,2021-12-31,S021
A0326,Granite Pharma Holdings,Healthcare,Germany,EMEA,SMB,50-249,2023-04-03,S031
A0327,Prime Pharma Group,Technology,United States,Americas,SMB,10-49,2021-06-12,S011
A0328,Atlas Freight Ltd,Financial Services,Mexico,Americas,Mid-Market,250-999,2022-08-04,S033
A0329,Granite Pharma LLC,Hospitality,United Arab Emirates,EMEA,Mid-Market,1000-4999,2023-02-24,S038
A0330,North Freight LLC 329,Retail,Brazil,Americas,SMB,50-249,2023-11-03,S037
A0331,Harbor Retail Holdings,Logistics,Australia,APAC,SMB,10-49,2021-05-31,S019
A0332,Orbit Studios LLC,Manufacturing,Germany,EMEA,SMB,10-49,2024-06-14,S017
A0333,Silver Pharma Inc.,Hospitality,South Africa,EMEA,Mid-Market,250-999,2022-12-13,S015
A0334,Pioneer Studios Group,Education,India,APAC,SMB,50-249,2024-09-28,S019
A0335,Delta Consulting Holdings,Professional Services,United Arab Emirates,EMEA,Mid-Market,1000-4999,2023-03-30,S040
A0336,Orbit Markets Inc.,Hospitality,Singapore,APAC,SMB,10-49,2023-04-29,S023
A0337,Blue Media Group,Logistics,United Arab Emirates,EMEA,SMB,10-49,2023-12-11,S027
A0338,Falcon Health LLC,Retail,Singapore,APAC,SMB,50-249,2024-06-25,S012
A0339,Nile Labs Group,Healthcare,Canada,Americas,SMB,10-49,2021-09-02,S036
A0340,North Pharma Group,Healthcare,Netherlands,EMEA,Mid-Market,250-999,2023-03-05,S025
A0341,Lumen Motors S.A.,Energy,Saudi Arabia,EMEA,SMB,50-249,2021-02-16,S035
A0342,Silver Systems Co.,Energy,Mexico,Americas,SMB,10-49,2023-01-06,S018
A0343,North Retail S.A.,Education,Mexico,Americas,Mid-Market,250-999,2024-06-15,S016
A0344,Pioneer Learning Inc.,Hospitality,Japan,APAC,Mid-Market,250-999,2024-09-04,S014
A0345,Orbit Health GmbH 344,Healthcare,Egypt,EMEA,Mid-Market,250-999,2022-03-16,S021
A0346,North Capital Group,Professional Services,Mexico,Americas,SMB,10-49,2022-08-23,S011
A0347,Atlas Systems GmbH,Financial Services,Brazil,Americas,SMB,10-49,2023-05-06,S028
A0348,Nile Media Group,Healthcare,Mexico,Americas,Mid-Market,250-999,2022-09-07,S009
A0349,Cedar Learning Inc.,Healthcare,Canada,Americas,SMB,50-249,2021-10-04,S034
A0350,Atlas Markets Co.,Education,Japan,APAC,SMB,10-49,2022-04-18,S012
A0351,Pioneer Studios LLC,Financial Services,United Kingdom,EMEA,Mid-Market,250-999,2022-09-19,S021
A0352,North Motors GmbH,Healthcare,United States,Americas,SMB,10-49,2023-03-16,S034
A0353,Cedar Industries S.A.,Financial Services,Germany,EMEA,SMB,50-249,2024-11-29,S001
A0354,Summit Energy Co.,Manufacturing,United States,Americas,Mid-Market,1000-4999,2023-04-26,S033
A0355,Vertex Media Ltd,Energy,Mexico,Americas,Mid-Market,250-999,2022-08-24,S016
A0356,Vertex Foods GmbH,Financial Services,Saudi Arabia,EMEA,SMB,10-49,2023-10-22,S001
A0357,Cedar Health S.A.,Manufacturing,United Arab Emirates,EMEA,SMB,50-249,2024-04-14,S001
A0358,Atlas Clinics Group,Logistics,Australia,APAC,SMB,10-49,2022-10-30,S032
A0359,Blue Pharma Co.,Hospitality,Germany,EMEA,SMB,50-249,2023-01-29,S008
A0360,Summit Media Group 359,Financial Services,Egypt,EMEA,Mid-Market,250-999,2021-12-04,S040
A0361,Summit Retail GmbH,Hospitality,Netherlands,EMEA,Mid-Market,1000-4999,2024-09-03,S021
A0362,Atlas Energy LLC,Professional Services,Japan,APAC,SMB,10-49,2024-09-06,S019
A0363,Delta Labs LLC,Technology,France,EMEA,SMB,50-249,2021-09-29,S008
A0364,Granite Freight Inc.,Healthcare,Australia,APAC,Mid-Market,250-999,2022-06-21,S014
A0365,Coral Logistics GmbH,Retail,Germany,EMEA,SMB,50-249,2022-02-26,S004
A0366,Prime Motors Co. 365,Financial Services,Australia,APAC,SMB,10-49,2024-12-02,S019
A0367,Nile Energy LLC,Energy,Brazil,Americas,SMB,10-49,2021-04-12,S026
A0368,Coral Learning Group,Technology,United Arab Emirates,EMEA,Mid-Market,1000-4999,2021-11-18,S013
A0369,Cedar Hotels S.A.,Technology,Egypt,EMEA,SMB,10-49,2022-05-04,S008
A0370,Granite Industries Holdings 369,Hospitality,Saudi Arabia,EMEA,Mid-Market,1000-4999,2023-05-19,S021
A0371,Prime Media GmbH,Financial Services,Germany,EMEA,SMB,50-249,2022-01-22,S027
A0372,Lumen Learning Holdings,Financial Services,India,APAC,Mid-Market,250-999,2023-04-13,S003
A0373,Pioneer Industries LLC,Energy,India,APAC,SMB,10-49,2024-03-04,S032
A0374,Nile Media Ltd,Logistics,Mexico,Americas,SMB,50-249,2024-07-09,S037
A0375,Sahara Pharma Ltd,Healthcare,Saudi Arabia,EMEA,SMB,50-249,2021-06-03,S027
A0376,Pioneer Pharma Inc.,Healthcare,United Kingdom,EMEA,SMB,50-249,2021-08-04,S035
A0377,Nile Media S.A.,Hospitality,Brazil,Americas,SMB,10-49,2021-05-28,S028
A0378,Lumen Foods LLC,Retail,Brazil,Americas,SMB,10-49,2024-11-12,S037
A0379,Sahara Industries Inc.,Retail,Brazil,Americas,SMB,50-249,2023-10-09,S036
A0380,Atlas Industries Inc.,Technology,Saudi Arabia,EMEA,SMB,10-49,2023-04-05,S020
A0381,Sahara Hotels LLC,Retail,Netherlands,EMEA,Mid-Market,250-999,2024-05-11,S013
A0382,Silver Foods Holdings,Manufacturing,Singapore,APAC,SMB,50-249,2023-06-29,S023
A0383,Nova Energy Ltd,Energy,Netherlands,EMEA,Mid-Market,250-999,2022-01-01,S040
A0384,Cedar Studios S.A. 383,Education,Singapore,APAC,Mid-Market,250-999,2023-03-03,S024
A0385,Falcon Foods LLC,Technology,Egypt,EMEA,SMB,50-249,2023-12-27,S010
A0386,Granite Retail S.A. 385,Education,Netherlands,EMEA,Mid-Market,1000-4999,2021-02-25,S013
A0387,Nova Logistics Inc.,Retail,United States,Americas,Mid-Market,250-999,2023-07-30,S016
A0388,Zenith Retail Group,Manufacturing,Netherlands,EMEA,Mid-Market,250-999,2023-02-10,S002
A0389,Orbit Freight Ltd,Technology,India,APAC,SMB,50-249,2021-04-18,S012
A0390,Nile Logistics Holdings,Retail,India,APAC,SMB,10-49,2022-02-13,S023
A0391,Falcon Consulting Ltd,Logistics,Australia,APAC,SMB,50-249,2022-11-27,S032
A0392,Lumen Retail Inc.,Financial Services,Mexico,Americas,SMB,10-49,2022-06-16,S026
A0393,Pioneer Systems LLC,Financial Services,Canada,Americas,Mid-Market,250-999,2022-03-26,S009
A0394,Silver Industries Ltd,Energy,United States,Americas,Mid-Market,250-999,2023-10-04,S009
A0395,Silver Learning GmbH,Professional Services,United States,Americas,SMB,10-49,2022-09-20,S028
A0396,Pioneer Clinics Group,Professional Services,South Africa,EMEA,Mid-Market,1000-4999,2023-02-11,S002
A0397,Orbit Consulting Holdings,Financial Services,France,EMEA,SMB,10-49,2024-05-23,S020
A0398,Silver Media S.A.,Financial Services,Egypt,EMEA,Mid-Market,1000-4999,2021-05-25,S025
A0399,Granite Textiles Group,Professional Services,Singapore,APAC,SMB,10-49,2022-07-13,S019
A0400,Coral Energy Group,Retail,Saudi Arabia,EMEA,Mid-Market,250-999,2021-04-24,S013
A0401,Prime Studios LLC,Healthcare,India,APAC,Mid-Market,1000-4999,2024-12-09,S024
A0402,Nile Energy Holdings,Professional Services,Mexico,Americas,SMB,50-249,2021-10-15,S018
A0403,Delta Media Holdings,Professional Services,Brazil,Americas,SMB,10-49,2024-06-25,S011
A0404,Blue Systems Ltd,Retail,United Arab Emirates,EMEA,Mid-Market,250-999,2021-10-24,S002
A0405,Nova Energy Inc.,Technology,Australia,APAC,SMB,10-49,2022-05-18,S032
A0406,Atlas Foods LLC,Logistics,Canada,Americas,SMB,50-249,2023-08-02,S026
A0407,Coral Labs LLC,Healthcare,Egypt,EMEA,Mid-Market,250-999,2024-07-13,S002
A0408,Prime Retail Holdings,Technology,Germany,EMEA,SMB,10-49,2021-10-03,S031
A0409,Granite Capital GmbH,Energy,United States,Americas,SMB,10-49,2021-11-27,S018
A0410,Lumen Retail Co.,Education,United Arab Emirates,EMEA,SMB,50-249,2024-09-29,S008
A0411,Vertex Consulting Co.,Healthcare,Japan,APAC,SMB,10-49,2022-05-15,S012
A0412,Lumen Hotels LLC,Healthcare,France,EMEA,Mid-Market,1000-4999,2021-11-22,S025
A0413,Blue Studios GmbH,Logistics,United States,Americas,SMB,10-49,2024-02-28,S034
A0414,Nova Learning GmbH,Retail,Japan,APAC,SMB,50-249,2021-05-22,S032
A0415,Summit Freight Inc.,Education,Brazil,Americas,SMB,10-49,2024-09-06,S022
A0416,Falcon Logistics S.A.,Retail,Japan,APAC,Mid-Market,250-999,2024-09-20,S006
A0417,Harbor Pharma LLC 416,Retail,Brazil,Americas,SMB,10-49,2024-08-21,S039
A0418,Prime Capital Co.,Education,Saudi Arabia,EMEA,Mid-Market,250-999,2022-04-04,S038
A0419,Sahara Systems Holdings,Technology,Brazil,Americas,Mid-Market,1000-4999,2021-06-27,S005
A0420,Atlas Learning LLC,Hospitality,Brazil,Americas,Mid-Market,250-999,2022-10-22,S016
A0421,Coral Consulting Group,Retail,Australia,APAC,Mid-Market,1000-4999,2022-06-03,S024
A0422,Nova Capital S.A.,Healthcare,United States,Americas,Mid-Market,250-999,2025-01-27,S016
A0423,North Foods Co.,Education,Canada,Americas,Mid-Market,250-999,2023-09-07,S016
A0424,Prime Systems Inc.,Logistics,United States,Americas,SMB,10-49,2025-01-04,S011
A0425,Atlas Health Inc.,Energy,Saudi Arabia,EMEA,Mid-Market,250-999,2024-03-10,S002
A0426,Falcon Freight Holdings,Professional Services,India,APAC,SMB,50-249,2024-01-14,S012
A0427,Delta Hotels LLC,Logistics,India,APAC,SMB,50-249,2021-06-23,S012
A0428,Coral Textiles Ltd,Retail,Mexico,Americas,Mid-Market,250-999,2021-04-17,S033
A0429,Falcon Logistics GmbH,Retail,Egypt,EMEA,Mid-Market,1000-4999,2021-03-14,S025
A0430,Granite Textiles Group 429,Manufacturing,Mexico,Americas,Mid-Market,250-999,2023-07-10,S033
A0431,Vertex Clinics Inc.,Professional Services,Egypt,EMEA,SMB,10-49,2021-11-09,S008
A0432,North Retail Group,Financial Services,Japan,APAC,SMB,10-49,2025-03-15,S032
A0433,Blue Energy Ltd,Healthcare,Saudi Arabia,EMEA,SMB,10-49,2021-07-25,S007
A0434,Nova Motors LLC 433,Professional Services,United Kingdom,EMEA,SMB,10-49,2025-01-08,S031
A0435,Harbor Labs Ltd,Hospitality,Canada,Americas,SMB,10-49,2023-11-02,S011
A0436,North Systems Group,Education,Singapore,APAC,SMB,10-49,2021-06-14,S012
A0437,Cedar Pharma Ltd,Hospitality,Germany,EMEA,SMB,50-249,2021-04-01,S001
A0438,Granite Retail Co.,Technology,Brazil,Americas,Mid-Market,250-999,2022-09-07,S033
A0439,Delta Markets GmbH,Technology,Canada,Americas,SMB,10-49,2022-06-10,S022
A0440,Prime Consulting Ltd,Hospitality,Brazil,Americas,Mid-Market,1000-4999,2022-05-05,S009
A0441,Prime Motors GmbH,Manufacturing,Mexico,Americas,Mid-Market,1000-4999,2023-03-31,S009
A0442,Summit Clinics Ltd,Technology,Canada,Americas,SMB,50-249,2021-07-21,S036
A0443,Summit Foods S.A.,Energy,Saudi Arabia,EMEA,SMB,50-249,2021-07-20,S008
A0444,Nova Logistics Ltd,Energy,United Arab Emirates,EMEA,SMB,50-249,2023-12-14,S001
A0445,Nile Retail Group,Logistics,Canada,Americas,Mid-Market,1000-4999,2025-03-16,S009
A0446,Coral Media GmbH,Technology,United Arab Emirates,EMEA,SMB,10-49,2022-03-01,S008
A0447,Pioneer Labs Ltd,Hospitality,India,APAC,SMB,50-249,2024-12-16,S023
A0448,Zenith Studios LLC,Hospitality,South Africa,EMEA,Mid-Market,250-999,2022-06-19,S038
A0449,North Freight Ltd,Hospitality,Egypt,EMEA,Mid-Market,1000-4999,2022-06-05,S002
A0450,Lumen Retail Co. 449,Hospitality,Canada,Americas,SMB,10-49,2021-05-21,S036
A0451,Silver Retail Ltd,Financial Services,Japan,APAC,SMB,10-49,2022-10-19,S012
A0452,Prime Textiles Ltd,Technology,Mexico,Americas,SMB,10-49,2023-02-12,S034
A0453,Sahara Pharma GmbH,Education,United States,Americas,SMB,10-49,2023-10-27,S026
A0454,Zenith Learning Co.,Hospitality,India,APAC,SMB,50-249,2021-09-03,S019
A0455,Prime Freight Inc.,Hospitality,Saudi Arabia,EMEA,SMB,50-249,2021-10-20,S017
A0456,Zenith Media Co.,Energy,United Kingdom,EMEA,Mid-Market,250-999,2022-11-02,S015
A0457,Nova Logistics LLC,Logistics,South Africa,EMEA,SMB,50-249,2021-04-19,S030
A0458,Nile Freight GmbH,Education,United Arab Emirates,EMEA,Mid-Market,250-999,2021-08-11,S040
A0459,Falcon Logistics Ltd,Manufacturing,United States,Americas,SMB,50-249,2023-09-03,S037
A0460,Orbit Pharma Holdings,Professional Services,Canada,Americas,Mid-Market,250-999,2025-01-19,S009
A0461,Pioneer Systems Group,Logistics,Mexico,Americas,Mid-Market,1000-4999,2023-06-08,S016
A0462,Harbor Clinics LLC,Logistics,United States,Americas,Mid-Market,250-999,2021-08-13,S009
A0463,Blue Retail Holdings,Professional Services,Singapore,APAC,Mid-Market,1000-4999,2025-03-18,S024
A0464,North Studios Co.,Hospitality,United States,Americas,SMB,50-249,2023-03-21,S029
A0465,Delta Markets LLC,Manufacturing,United Arab Emirates,EMEA,SMB,50-249,2024-01-17,S017
A0466,Delta Motors GmbH 465,Education,South Africa,EMEA,SMB,50-249,2021-11-02,S010
A0467,Atlas Foods Inc.,Technology,Egypt,EMEA,SMB,10-49,2023-06-17,S010
A0468,Blue Industries Inc.,Hospitality,Saudi Arabia,EMEA,Mid-Market,250-999,2021-04-29,S021
A0469,Harbor Learning LLC,Technology,South Africa,EMEA,SMB,50-249,2023-08-29,S027
A0470,Lumen Capital S.A. 469,Technology,Australia,APAC,Mid-Market,1000-4999,2021-11-10,S006
A0471,Atlas Motors Inc. 470,Hospitality,Egypt,EMEA,SMB,10-49,2024-11-11,S030
A0472,North Motors LLC,Energy,Singapore,APAC,SMB,50-249,2021-03-26,S032
A0473,Vertex Studios Inc.,Professional Services,Japan,APAC,SMB,10-49,2023-10-10,S019
A0474,Pioneer Consulting Holdings,Healthcare,Germany,EMEA,Mid-Market,250-999,2021-08-05,S040
A0475,Sahara Studios Co.,Logistics,Brazil,Americas,Mid-Market,1000-4999,2023-12-02,S005
A0476,Lumen Textiles Holdings,Technology,United Kingdom,EMEA,SMB,50-249,2023-02-05,S035
A0477,Sahara Hotels Ltd,Manufacturing,Brazil,Americas,SMB,50-249,2025-02-09,S022
A0478,Blue Industries Ltd,Technology,United Arab Emirates,EMEA,Mid-Market,250-999,2023-10-08,S021
A0479,Silver Health Holdings,Logistics,Japan,APAC,SMB,10-49,2022-07-31,S019
A0480,North Pharma GmbH,Energy,South Africa,EMEA,Mid-Market,250-999,2021-05-16,S021
A0481,Prime Freight Holdings,Healthcare,United Arab Emirates,EMEA,SMB,50-249,2023-07-14,S008
A0482,Pioneer Labs Inc. 481,Energy,Mexico,Americas,SMB,50-249,2022-11-16,S036
A0483,Falcon Health Group,Education,Japan,APAC,SMB,10-49,2021-03-23,S012
A0484,Granite Systems GmbH,Logistics,Brazil,Americas,SMB,10-49,2023-06-21,S037
A0485,Lumen Logistics Group,Professional Services,Canada,Americas,SMB,10-49,2021-11-22,S039
A0486,Atlas Retail GmbH,Logistics,Canada,Americas,SMB,10-49,2021-12-30,S029
A0487,Sahara Systems Inc.,Energy,Mexico,Americas,Mid-Market,250-999,2021-01-14,S016
A0488,Sahara Logistics Group,Manufacturing,United Arab Emirates,EMEA,SMB,50-249,2022-08-01,S027
A0489,Atlas Learning LLC 488,Technology,Netherlands,EMEA,SMB,10-49,2021-12-05,S007
A0490,Delta Capital Group,Energy,Mexico,Americas,SMB,50-249,2021-04-22,S036
A0491,Zenith Learning S.A.,Healthcare,Brazil,Americas,SMB,10-49,2022-11-05,S022
A0492,Prime Systems Co.,Healthcare,Canada,Americas,SMB,50-249,2021-12-08,S034
A0493,Nova Media LLC,Education,Brazil,Americas,SMB,10-49,2021-07-28,S026
A0494,Cedar Industries Ltd,Technology,United States,Americas,Mid-Market,1000-4999,2022-12-25,S016
A0495,Delta Textiles GmbH,Energy,South Africa,EMEA,SMB,50-249,2021-04-09,S030
A0496,North Textiles LLC,Technology,Canada,Americas,Mid-Market,1000-4999,2025-03-17,S005
A0497,Blue Health S.A.,Technology,United States,Americas,SMB,50-249,2023-01-01,S034
A0498,Zenith Industries GmbH,Education,Mexico,Americas,Mid-Market,250-999,2025-03-26,S009
A0499,Silver Energy Co.,Professional Services,France,EMEA,SMB,10-49,2024-09-28,S008
A0500,Nova Learning Holdings,Healthcare,Brazil,Americas,SMB,10-49,2025-02-28,S029
